Rank,Ensemble ID,Name,Position (hg19),MinEnergy,Binding site(query),Binding site(target),location,SumEnergy,lncRNA,Name_lncRNA
63,ENST00000367178,SCAF8,chr6:155054460-155155192 ,-42.9,489-538,195-244,UTR5,-678,ENST00000491934,ENSG00000269926.1
,,,,,,,,,ENST00000491934,ENSG00000269926.1
64,ENST00000454783,LTA,chr6:31539832-31542101 ,-42.9,486-537,1204-1255,UTR3,-374.1,ENST00000491934,ENSG00000269926.1
,,,,,,,,,ENST00000491934,ENSG00000269926.1
65,ENST00000356264,AMPH,chr7:38423306-38671167 ,-42.9,650-700,88-138,UTR5,-519.6,ENST00000491934,ENSG00000269926.1
,,,,,,,,,ENST00000491934,ENSG00000269926.1
66,ENST00000582783,C19orf47,chr19:40825444-40854434 ,-42.8,468-518,3042-3092,UTR3,-943.5,ENST00000491934,ENSG00000269926.1
,,,,,,,,,ENST00000491934,ENSG00000269926.1
67,ENST00000393408,CBX1,chr17:46147415-46178560 ,-42.8,203-254,1462-1513,UTR3,-424,ENST00000491934,ENSG00000269926.1
,,,,,,,,,ENST00000491934,ENSG00000269926.1
68,ENST00000424126,RP11-366F6.2,chrX:151077926-151082440 ,-42.7,482-538,Apr-60,ncRNA,-281.4,ENST00000491934,ENSG00000269926.1
,,,,,,,,,ENST00000491934,ENSG00000269926.1
69,ENST00000539216,KCNK4,chr11:64060132-64067379 ,-42.7,647-694,1655-1702,UTR3,-175.8,ENST00000491934,ENSG00000269926.1
,,,,,,,,,ENST00000491934,ENSG00000269926.1
70,ENST00000539086,RP11-783K16.10,chr11:64059195-64072241 ,-42.7,647-694,1436-1483,ncRNA,-256.2,ENST00000491934,ENSG00000269926.1
,,,,,,,,,ENST00000491934,ENSG00000269926.1
71,ENST00000405142,NUDT16L1,chr16:4743720-4745856 ,-42.6,203-255,683-735,CDS,-413.2,ENST00000491934,ENSG00000269926.1
,,,,,,,,,ENST00000491934,ENSG00000269926.1
72,ENST00000445726,FAM219A,chr9:34398184-34458568 ,-42.6,464-525,2731-2792,UTR3,-722.6,ENST00000491934,ENSG00000269926.1
,,,,,,,,,ENST00000491934,ENSG00000269926.1
73,ENST00000567801,RP11-1096D5.1,chr18:59415410-59421928 ,-42.5,647-696,509-558,ncRNA,-826.7,ENST00000491934,ENSG00000269926.1
,,,,,,,,,ENST00000491934,ENSG00000269926.1
74,ENST00000316807,CTD-3064H18.4,chr19:38036373-38040073 ,-42.5,203-255,3041-3093,ncRNA,-433.5,ENST00000491934,ENSG00000269926.1
,,,,,,,,,ENST00000491934,ENSG00000269926.1
75,ENST00000375864,LY6G5B,chr6:31637945-31641323 ,-42.5,647-700,2471-2524,UTR3,-612,ENST00000491934,ENSG00000269926.1
,,,,,,,,,ENST00000491934,ENSG00000269926.1
76,ENST00000375880,CSNK2B-LY6G5B-1181,chr6:31633880-31641323 ,-42.5,647-700,2304-2357,UTR3,-480.2,ENST00000491934,ENSG00000269926.1
,,,,,,,,,ENST00000491934,ENSG00000269926.1
77,ENST00000330436,CYP2A13,chr19:41594378-41602100 ,-42.5,207-255,1572-1620,UTR3,-309.8,ENST00000491934,ENSG00000269926.1
,,,,,,,,,ENST00000491934,ENSG00000269926.1
78,ENST00000457167,DNAJC7,chr17:40128452-40169671 ,-42.4,204-255,1899-1950,UTR3,-550.9,ENST00000491934,ENSG00000269926.1
,,,,,,,,,ENST00000491934,ENSG00000269926.1
79,ENST00000375712,KIF3B,chr20:30865468-30922814 ,-42.4,468-520,1289-1341,CDS,-737,ENST00000491934,ENSG00000269926.1
,,,,,,,,,ENST00000491934,ENSG00000269926.1
80,ENST00000572453,MIR497HG,chr17:6919142-6922978 ,-42.4,490-540,310-360,ncRNA,-949.9,ENST00000491934,ENSG00000269926.1
,,,,,,,,,ENST00000491934,ENSG00000269926.1
81,ENST00000608354,RP1-102K2.8,chr22:30642195-30642987 ,-42.4,203-253,676-726,ncRNA,-185.6,ENST00000491934,ENSG00000269926.1
,,,,,,,,,ENST00000491934,ENSG00000269926.1
82,ENST00000402918,ELFN2,chr22:37764001-37823505 ,-42.3,484-538,7415-7469,UTR3,-1261.3,ENST00000491934,ENSG00000269926.1
,,,,,,,,,ENST00000491934,ENSG00000269926.1
83,ENST00000500538,UBA6-AS1,chr4:68567080-68946670 ,-42.3,480-531,716-767,ncRNA,-480.9,ENST00000491934,ENSG00000269926.1
,,,,,,,,,ENST00000491934,ENSG00000269926.1
84,ENST00000222990,SNX8,chr7:2291406-2354099 ,-42.3,476-537,3396-3457,UTR3,-706.3,ENST00000491934,ENSG00000269926.1
,,,,,,,,,ENST00000491934,ENSG00000269926.1
85,ENST00000361786,KIAA1737,chr14:77564441-77583630 ,-42.2,489-539,105-155,UTR5,-488.2,ENST00000491934,ENSG00000269926.1
,,,,,,,,,ENST00000491934,ENSG00000269926.1
86,ENST00000369787,KCNC4,chr1:110754096-110776666 ,-42.2,645-694,3488-3537,UTR3,-483,ENST00000491934,ENSG00000269926.1
,,,,,,,,,ENST00000491934,ENSG00000269926.1
87,ENST00000307750,ZBTB5,chr9:37438112-37465396 ,-42.2,484-533,Feb-51,UTR5,-619.2,ENST00000491934,ENSG00000269926.1
,,,,,,,,,ENST00000491934,ENSG00000269926.1
88,ENST00000393695,NUMA1,chr11:71713911-71791733 ,-42.1,484-538,2608-2662,CDS,-1361.3,ENST00000491934,ENSG00000269926.1
,,,,,,,,,ENST00000491934,ENSG00000269926.1
89,ENST00000377494,RASGRP2,chr11:64494384-64511261 ,-42.1,469-524,2824-2879,UTR3,-512.6,ENST00000491934,ENSG00000269926.1
,,,,,,,,,ENST00000491934,ENSG00000269926.1
90,ENST00000408907,PSMB11,chr14:23511377-23513269 ,-42.1,203-254,978-1029,UTR3,-337.3,ENST00000491934,ENSG00000269926.1
,,,,,,,,,ENST00000491934,ENSG00000269926.1
91,ENST00000311069,PCP2,chr19:7696502-7698634 ,-42,470-523,149-202,UTR5,-149.3,ENST00000491934,ENSG00000269926.1
,,,,,,,,,ENST00000491934,ENSG00000269926.1
92,ENST00000566457,CTD-3247F14.2,chr8:22536527-22541522 ,-42,209-258,3319-3368,ncRNA,-934.5,ENST00000491934,ENSG00000269926.1
,,,,,,,,,ENST00000491934,ENSG00000269926.1
93,ENST00000273067,4-Mar,chr2:217122589-217236750 ,-42,207-259,107-159,UTR5,-494.5,ENST00000491934,ENSG00000269926.1
,,,,,,,,,ENST00000491934,ENSG00000269926.1
94,ENST00000506612,CTD-2275D24.3,chr5:73623821-73630591 ,-41.8,203-254,416-467,ncRNA,-189.6,ENST00000491934,ENSG00000269926.1
,,,,,,,,,ENST00000491934,ENSG00000269926.1
95,ENST00000263754,KAT2B,chr3:20081516-20195896 ,-41.7,78-130,298-350,UTR5,-643.9,ENST00000491934,ENSG00000269926.1
,,,,,,,,,ENST00000491934,ENSG00000269926.1
96,ENST00000269919,PGPEP1,chr19:18451398-18480760 ,-41.7,438-499,4472-4533,UTR3,-1264.9,ENST00000491934,ENSG00000269926.1
,,,,,,,,,ENST00000491934,ENSG00000269926.1
97,ENST00000545867,SDIM1,chr6:166307331-166309725 ,-41.6,203-251,515-563,UTR5,-303.5,ENST00000491934,ENSG00000269926.1
,,,,,,,,,ENST00000491934,ENSG00000269926.1
98,ENST00000389232,RYR3,chr15:33603178-34158303 ,-41.6,455-522,5346-5413,CDS,-1864.9,ENST00000491934,ENSG00000269926.1
,,,,,,,,,ENST00000491934,ENSG00000269926.1
99,ENST00000533940,TP53I11,chr11:44953908-44971711 ,-41.6,472-525,3422-3475,UTR3,-471.4,ENST00000491934,ENSG00000269926.1
,,,,,,,,,ENST00000491934,ENSG00000269926.1
100,ENST00000265074,NPR3,chr5:32711541-32791819 ,-41.4,208-255,257-304,UTR5,-872.6,ENST00000491934,ENSG00000269926.1
1,ENST00000263754,KAT2B,chr3:20081516-20195896 ,-85,538-597,298-357,UTR5,-1429.9,ENST00000607967,ENSG00000272933.1
,,,,,,,,,ENST00000607967,ENSG00000272933.1
2,ENST00000309575,CHST2,chr3:142838174-142841800 ,-78.8,538-589,334-385,UTR5,-680.3,ENST00000607967,ENSG00000272933.1
,,,,,,,,,ENST00000607967,ENSG00000272933.1
3,ENST00000602967,NUTM2E,chr10:81601115-81610632 ,-75.3,538-597,3493-3552,UTR3,-1112.2,ENST00000607967,ENSG00000272933.1
,,,,,,,,,ENST00000607967,ENSG00000272933.1
4,ENST00000444313,PARVG,chr22:44576771-44604349 ,-72.7,539-592,2343-2396,UTR3,-3172,ENST00000607967,ENSG00000272933.1
,,,,,,,,,ENST00000607967,ENSG00000272933.1
5,ENST00000420978,TSLP,chr5:110405761-110412491 ,-71.9,538-596,344-402,UTR5,-774,ENST00000607967,ENSG00000272933.1
,,,,,,,,,ENST00000607967,ENSG00000272933.1
6,ENST00000606802,RP4-734G22.3,chr1:10699299-10714390 ,-71.6,545-595,3544-3594,ncRNA,-1652.7,ENST00000607967,ENSG00000272933.1
,,,,,,,,,ENST00000607967,ENSG00000272933.1
7,ENST00000426653,AC023490.2,chr22:20377670-20378803 ,-71.1,538-597,629-688,ncRNA,-725.9,ENST00000607967,ENSG00000272933.1
,,,,,,,,,ENST00000607967,ENSG00000272933.1
8,ENST00000405142,NUDT16L1,chr16:4743720-4745856 ,-70.1,541-596,693-748,CDS,-1258.1,ENST00000607967,ENSG00000272933.1
,,,,,,,,,ENST00000607967,ENSG00000272933.1
9,ENST00000330436,CYP2A13,chr19:41594378-41602100 ,-68.9,539-596,1557-1614,UTR3,-762.4,ENST00000607967,ENSG00000272933.1
,,,,,,,,,ENST00000607967,ENSG00000272933.1
10,ENST00000243878,ENKD1,chr16:67696849-67700667 ,-68.4,542-597,223-278,UTR5,-739,ENST00000607967,ENSG00000272933.1
,,,,,,,,,ENST00000607967,ENSG00000272933.1
11,ENST00000311852,MMP14,chr14:23305767-23316970 ,-68,542-597,3420-3475,UTR3,-1010.1,ENST00000607967,ENSG00000272933.1
,,,,,,,,,ENST00000607967,ENSG00000272933.1
12,ENST00000295851,ABI2,chr2:204192943-204312446 ,-68,539-597,15336-15394,UTR3,-3409.1,ENST00000607967,ENSG00000272933.1
,,,,,,,,,ENST00000607967,ENSG00000272933.1
13,ENST00000415764,TMEM191C,chr22:21821552-21824222 ,-68,542-589,515-562,ncRNA,-599,ENST00000607967,ENSG00000272933.1
,,,,,,,,,ENST00000607967,ENSG00000272933.1
14,ENST00000456153,TMEM191C,chr22:21821682-21824222 ,-68,542-589,539-586,ncRNA,-573.3,ENST00000607967,ENSG00000272933.1
,,,,,,,,,ENST00000607967,ENSG00000272933.1
15,ENST00000449424,TMEM191C,chr22:21821681-21825558 ,-68,542-589,386-433,ncRNA,-736.5,ENST00000607967,ENSG00000272933.1
,,,,,,,,,ENST00000607967,ENSG00000272933.1
16,ENST00000329117,BCAN,chr1:156611741-156629320 ,-67.9,538-585,84-131,UTR5,-373.5,ENST00000607967,ENSG00000272933.1
,,,,,,,,,ENST00000607967,ENSG00000272933.1
17,ENST00000311268,GPR162,chr12:6930712-6936583 ,-67.6,539-593,186-240,UTR5,-590.6,ENST00000607967,ENSG00000272933.1
,,,,,,,,,ENST00000607967,ENSG00000272933.1
18,ENST00000558170,ZEB2,chr2:145141649-145278621 ,-67.5,543-592,606-655,UTR5,-2199.7,ENST00000607967,ENSG00000272933.1
,,,,,,,,,ENST00000607967,ENSG00000272933.1
19,ENST00000382426,RP11-1275H24.1,chr7:5465917-5468558 ,-67.4,538-587,1804-1853,ncRNA,-628.9,ENST00000607967,ENSG00000272933.1
,,,,,,,,,ENST00000607967,ENSG00000272933.1
20,ENST00000610122,RP11-1275H24.1,chr7:5465909-5468558 ,-67.4,538-587,1804-1853,ncRNA,-628.9,ENST00000607967,ENSG00000272933.1
,,,,,,,,,ENST00000607967,ENSG00000272933.1
21,ENST00000577390,CDH8,chr16:61681147-62070739 ,-67.3,538-597,237-296,UTR5,-1091.9,ENST00000607967,ENSG00000272933.1
,,,,,,,,,ENST00000607967,ENSG00000272933.1
22,ENST00000607453,RP11-156E8.1,chr1:245132653-245134390 ,-67,542-595,303-356,CDS,-623.3,ENST00000607967,ENSG00000272933.1
,,,,,,,,,ENST00000607967,ENSG00000272933.1
23,ENST00000590714,FIZ1,chr19:56104727-56113336 ,-66.4,540-597,2362-2419,UTR5,-1925.3,ENST00000607967,ENSG00000272933.1
,,,,,,,,,ENST00000607967,ENSG00000272933.1
24,ENST00000434618,TAPBP,chr6:33267472-33282164 ,-66,542-596,59-113,UTR5,-1049.7,ENST00000607967,ENSG00000272933.1
,,,,,,,,,ENST00000607967,ENSG00000272933.1
25,ENST00000380680,UBL3,chr13:30338509-30424821 ,-65.7,539-592,286-339,UTR5,-855.1,ENST00000607967,ENSG00000272933.1
,,,,,,,,,ENST00000607967,ENSG00000272933.1
26,ENST00000292431,NACC1,chr19:13229152-13251955 ,-65.4,562-613,3919-3970,UTR3,-607.7,ENST00000607967,ENSG00000272933.1
,,,,,,,,,ENST00000607967,ENSG00000272933.1
27,ENST00000331272,FBXW4,chr10:103370424-103455016 ,-65.2,545-597,233-285,UTR5,-1275,ENST00000607967,ENSG00000272933.1
,,,,,,,,,ENST00000607967,ENSG00000272933.1
28,ENST00000525706,RP11-1007G5.2,chr11:128396038-128400284 ,-65.2,526-575,15-64,ncRNA,-565.6,ENST00000607967,ENSG00000272933.1
,,,,,,,,,ENST00000607967,ENSG00000272933.1
29,ENST00000337910,RHOBTB1,chr10:62629197-62704005 ,-65.1,538-585,Jan-46,UTR5,-760.2,ENST00000607967,ENSG00000272933.1
,,,,,,,,,ENST00000607967,ENSG00000272933.1
30,ENST00000577279,RP11-6N17.4,chr17:45968642-45973135 ,-65,538-585,220-267,ncRNA,-150.1,ENST00000607967,ENSG00000272933.1
,,,,,,,,,ENST00000607967,ENSG00000272933.1
31,ENST00000582787,RP11-6N17.4,chr17:45968622-45973178 ,-64.9,538-586,321-369,ncRNA,-151.7,ENST00000607967,ENSG00000272933.1
,,,,,,,,,ENST00000607967,ENSG00000272933.1
32,ENST00000244221,PAIP2B,chr2:71409870-71454213 ,-64.6,538-597,597-656,UTR3,-1654.5,ENST00000607967,ENSG00000272933.1
,,,,,,,,,ENST00000607967,ENSG00000272933.1
33,ENST00000317683,FBXO46,chr19:46213888-46234162 ,-64.3,525-574,1917-1966,"CDS,stop_codon",-493.7,ENST00000607967,ENSG00000272933.1
,,,,,,,,,ENST00000607967,ENSG00000272933.1
34,ENST00000606772,RP11-441F2.5,chr16:56385799-56387436 ,-64,538-597,1388-1447,ncRNA,-459.6,ENST00000607967,ENSG00000272933.1
,,,,,,,,,ENST00000607967,ENSG00000272933.1
35,ENST00000599877,CTC-273B12.8,chr19:48983105-48985571 ,-63.7,523-573,1078-1128,ncRNA,-759,ENST00000607967,ENSG00000272933.1
,,,,,,,,,ENST00000607967,ENSG00000272933.1
36,ENST00000427476,CYTH2,chr19:48972466-48985571 ,-63.7,523-573,3217-3267,UTR3,-1247.3,ENST00000607967,ENSG00000272933.1
,,,,,,,,,ENST00000607967,ENSG00000272933.1
37,ENST00000604729,ZSWIM8,chr10:75545341-75561550 ,-63.6,538-589,2512-2563,CDS,-820.8,ENST00000607967,ENSG00000272933.1
,,,,,,,,,ENST00000607967,ENSG00000272933.1
38,ENST00000361464,MGEA5,chr10:103544210-103578175 ,-63.2,525-575,249-299,UTR5,-1319.8,ENST00000607967,ENSG00000272933.1
,,,,,,,,,ENST00000607967,ENSG00000272933.1
39,ENST00000328568,AGAP2,chr12:58118981-58131619 ,-63.2,538-585,3893-3940,UTR3,-807.8,ENST00000607967,ENSG00000272933.1
,,,,,,,,,ENST00000607967,ENSG00000272933.1
40,ENST00000367330,TMEM9,chr1:201103902-201123568 ,-62.8,540-593,149-202,UTR5,-766.9,ENST00000607967,ENSG00000272933.1
,,,,,,,,,ENST00000607967,ENSG00000272933.1
41,ENST00000221930,TGFB1,chr19:41836229-41859816 ,-62.8,538-595,213-270,UTR5,-424.6,ENST00000607967,ENSG00000272933.1
,,,,,,,,,ENST00000607967,ENSG00000272933.1
42,ENST00000522362,PNMA2,chr8:26362203-26371608 ,-62.5,538-585,118-165,UTR5,-1127.7,ENST00000607967,ENSG00000272933.1
,,,,,,,,,ENST00000607967,ENSG00000272933.1
43,ENST00000270459,ZNF787,chr19:56598733-56632649 ,-62.5,527-574,1251-1298,"CDS,stop_codon",-630.3,ENST00000607967,ENSG00000272933.1
,,,,,,,,,ENST00000607967,ENSG00000272933.1
44,ENST00000416385,RP11-206L10.3,chr1:677194-685396 ,-62.5,560-619,3518-3577,ncRNA,-841.4,ENST00000607967,ENSG00000272933.1
,,,,,,,,,ENST00000607967,ENSG00000272933.1
45,ENST00000484859,RP11-34P13.13,chr1:141475-149707 ,-62.5,560-619,3518-3577,ncRNA,-821.8,ENST00000607967,ENSG00000272933.1
,,,,,,,,,ENST00000607967,ENSG00000272933.1
46,ENST00000334220,DLST,chr14:75348597-75370448 ,-62.1,526-573,2681-2728,UTR3,-603.2,ENST00000607967,ENSG00000272933.1
,,,,,,,,,ENST00000607967,ENSG00000272933.1
47,ENST00000399246,AC003102.1,chr17:42325759-42327236 ,-62,559-614,374-429,UTR5,-278.9,ENST00000607967,ENSG00000272933.1
,,,,,,,,,ENST00000607967,ENSG00000272933.1
48,ENST00000393408,CBX1,chr17:46147415-46178560 ,-61.8,524-574,1466-1516,UTR3,-939.7,ENST00000607967,ENSG00000272933.1
,,,,,,,,,ENST00000607967,ENSG00000272933.1
49,ENST00000608354,RP1-102K2.8,chr22:30642195-30642987 ,-61.8,539-596,679-736,ncRNA,-462.4,ENST00000607967,ENSG00000272933.1
,,,,,,,,,ENST00000607967,ENSG00000272933.1
50,ENST00000493094,POPDC2,chr3:119361183-119379730 ,-61.3,564-614,188-238,UTR5,-273.9,ENST00000607967,ENSG00000272933.1
,,,,,,,,,ENST00000607967,ENSG00000272933.1
51,ENST00000526623,AP003068.23,chr11:64947701-64949305 ,-60.9,538-596,171-229,CDS,-679.7,ENST00000607967,ENSG00000272933.1
,,,,,,,,,ENST00000607967,ENSG00000272933.1
52,ENST00000382743,SIRT3,chr11:215459-236431 ,-60.8,542-595,Feb-55,UTR5,-850.8,ENST00000607967,ENSG00000272933.1
,,,,,,,,,ENST00000607967,ENSG00000272933.1
53,ENST00000601203,AIRN,chr6:160424324-160428696 ,-60.6,544-597,1408-1461,ncRNA,-1647,ENST00000607967,ENSG00000272933.1
,,,,,,,,,ENST00000607967,ENSG00000272933.1
54,ENST00000521487,RAD21-AS1,chr8:117886664-117889107 ,-60.6,538-585,206-253,ncRNA,-423.6,ENST00000607967,ENSG00000272933.1
,,,,,,,,,ENST00000607967,ENSG00000272933.1
55,ENST00000399914,GRIK1,chr21:30909255-31312340 ,-60.6,279-338,81-140,UTR5,-450.2,ENST00000607967,ENSG00000272933.1
,,,,,,,,,ENST00000607967,ENSG00000272933.1
56,ENST00000267426,FITM1,chr14:24600485-24602058 ,-60.6,539-596,277-334,"UTR5,start_codon",-282.4,ENST00000607967,ENSG00000272933.1
,,,,,,,,,ENST00000607967,ENSG00000272933.1
57,ENST00000558325,RP11-468E2.6,chr14:24590561-24601038 ,-60.6,539-596,550-607,ncRNA,-234.1,ENST00000607967,ENSG00000272933.1
,,,,,,,,,ENST00000607967,ENSG00000272933.1
58,ENST00000310128,KCNE3,chr11:74165887-74178673 ,-60.5,538-596,Jan-54,UTR5,-1243.3,ENST00000607967,ENSG00000272933.1
,,,,,,,,,ENST00000607967,ENSG00000272933.1
59,ENST00000322342,ZADH2,chr18:72907064-72921303 ,-60.5,538-597,128-187,UTR5,-1493,ENST00000607967,ENSG00000272933.1
,,,,,,,,,ENST00000607967,ENSG00000272933.1
60,ENST00000409085,AAK1,chr2:69694920-69870849 ,-60.4,538-592,4140-4194,UTR3,-1989.7,ENST00000607967,ENSG00000272933.1
,,,,,,,,,ENST00000607967,ENSG00000272933.1
61,ENST00000382192,ZNF205,chr16:3162562-3170518 ,-60.4,538-592,1977-2031,UTR3,-553,ENST00000607967,ENSG00000272933.1
,,,,,,,,,ENST00000607967,ENSG00000272933.1
62,ENST00000326446,ARL6IP6,chr2:153574429-153617767 ,-60.4,539-592,14-67,UTR5,-704,ENST00000607967,ENSG00000272933.1
,,,,,,,,,ENST00000607967,ENSG00000272933.1
63,ENST00000375050,PBX2,chr6:32152513-32157963 ,-60.4,526-575,205-254,UTR5,-933.5,ENST00000607967,ENSG00000272933.1
,,,,,,,,,ENST00000607967,ENSG00000272933.1
64,ENST00000397068,ART5,chr11:3659734-3663485 ,-60.3,546-595,174-223,UTR5,-326.2,ENST00000607967,ENSG00000272933.1
,,,,,,,,,ENST00000607967,ENSG00000272933.1
65,ENST00000339157,ABHD12,chr20:25280835-25371612 ,-60.2,526-575,33-82,UTR5,-752.1,ENST00000607967,ENSG00000272933.1
,,,,,,,,,ENST00000607967,ENSG00000272933.1
66,ENST00000308064,CHST1,chr11:45670428-45687172 ,-60.2,560-609,282-331,UTR5,-391.9,ENST00000607967,ENSG00000272933.1
,,,,,,,,,ENST00000607967,ENSG00000272933.1
67,ENST00000344138,GRAP2,chr22:40297087-40369725 ,-60.2,538-592,3121-3175,UTR3,-1010.8,ENST00000607967,ENSG00000272933.1
,,,,,,,,,ENST00000607967,ENSG00000272933.1
68,ENST00000528514,FAM85A,chr8:12051977-12053789 ,-60.1,538-597,348-407,ncRNA,-732.5,ENST00000607967,ENSG00000272933.1
,,,,,,,,,ENST00000607967,ENSG00000272933.1
69,ENST00000506612,CTD-2275D24.3,chr5:73623821-73630591 ,-60.1,539-596,421-478,ncRNA,-224.6,ENST00000607967,ENSG00000272933.1
,,,,,,,,,ENST00000607967,ENSG00000272933.1
70,ENST00000297261,SHH,chr7:155592681-155604967 ,-60,526-575,1533-1582,"CDS,stop_codon",-697.5,ENST00000607967,ENSG00000272933.1
,,,,,,,,,ENST00000607967,ENSG00000272933.1
71,ENST00000580996,RP11-138I1.2,chr17:16317839-16320003 ,-60,559-616,310-367,ncRNA,-585.8,ENST00000607967,ENSG00000272933.1
,,,,,,,,,ENST00000607967,ENSG00000272933.1
72,ENST00000327490,UBALD2,chr17:74261284-74267375 ,-59.9,540-589,851-900,UTR3,-528.2,ENST00000607967,ENSG00000272933.1
,,,,,,,,,ENST00000607967,ENSG00000272933.1
73,ENST00000368533,TPM3,chr1:154127785-154155648 ,-59.6,281-334,924-977,UTR3,-535.8,ENST00000607967,ENSG00000272933.1
,,,,,,,,,ENST00000607967,ENSG00000272933.1
74,ENST00000301785,HNRNPUL2,chr11:62480103-62494821 ,-59.6,538-585,3558-3605,UTR3,-1388.7,ENST00000607967,ENSG00000272933.1
,,,,,,,,,ENST00000607967,ENSG00000272933.1
75,ENST00000369558,HIPK1,chr1:114472333-114520426 ,-59.6,538-594,Jan-54,UTR5,-985.8,ENST00000607967,ENSG00000272933.1
,,,,,,,,,ENST00000607967,ENSG00000272933.1
76,ENST00000530595,AP000662.4,chr11:57405850-57420263 ,-59.4,524-573,190-239,ncRNA,-710.7,ENST00000607967,ENSG00000272933.1
,,,,,,,,,ENST00000607967,ENSG00000272933.1
77,ENST00000545940,ANHX,chr12:133794899-133812681 ,-59.3,538-594,342-398,UTR5,-1490.6,ENST00000607967,ENSG00000272933.1
,,,,,,,,,ENST00000607967,ENSG00000272933.1
78,ENST00000246229,PLAGL2,chr20:30780307-30795594 ,-59.2,282-337,4953-5008,UTR3,-789.7,ENST00000607967,ENSG00000272933.1
,,,,,,,,,ENST00000607967,ENSG00000272933.1
79,ENST00000237536,SOGA1,chr20:35405846-35492089 ,-59.2,274-334,8179-8239,UTR3,-1518.2,ENST00000607967,ENSG00000272933.1
,,,,,,,,,ENST00000607967,ENSG00000272933.1
80,ENST00000599531,PNMAL2,chr19:46994449-46999755 ,-59.2,544-596,3527-3579,UTR3,-1017.5,ENST00000607967,ENSG00000272933.1
,,,,,,,,,ENST00000607967,ENSG00000272933.1
81,ENST00000226091,EFNB3,chr17:7608521-7614696 ,-59.1,542-596,1208-1262,CDS,-718.7,ENST00000607967,ENSG00000272933.1
,,,,,,,,,ENST00000607967,ENSG00000272933.1
82,ENST00000306385,BMP1,chr8:22022250-22069839 ,-59.1,538-597,524-583,UTR5,-748.4,ENST00000607967,ENSG00000272933.1
,,,,,,,,,ENST00000607967,ENSG00000272933.1
83,ENST00000393239,PLXND1,chr3:129274019-129325661 ,-59.1,527-574,6574-6621,UTR3,-995,ENST00000607967,ENSG00000272933.1
,,,,,,,,,ENST00000607967,ENSG00000272933.1
84,ENST00000375906,GPANK1,chr6:31629007-31634060 ,-59.1,525-575,170-220,UTR5,-651.8,ENST00000607967,ENSG00000272933.1
,,,,,,,,,ENST00000607967,ENSG00000272933.1
85,ENST00000222644,MPP6,chr7:24612966-24733812 ,-59.1,526-573,44-91,UTR5,-1231,ENST00000607967,ENSG00000272933.1
,,,,,,,,,ENST00000607967,ENSG00000272933.1
86,ENST00000420696,PBX1,chr1:164528873-164821068 ,-59,540-587,269-316,CDS,-1134,ENST00000607967,ENSG00000272933.1
,,,,,,,,,ENST00000607967,ENSG00000272933.1
87,ENST00000335007,PPP1CC,chr12:111157486-111180703 ,-58.9,567-619,17-69,UTR5,-434.1,ENST00000607967,ENSG00000272933.1
,,,,,,,,,ENST00000607967,ENSG00000272933.1
88,ENST00000326724,AATK,chr17:79091096-79139817 ,-58.6,542-597,5006-5061,UTR3,-977.6,ENST00000607967,ENSG00000272933.1
,,,,,,,,,ENST00000607967,ENSG00000272933.1
89,ENST00000579138,RP11-74H8.1,chr17:65028526-65029406 ,-58.4,542-595,May-58,ncRNA,-815,ENST00000607967,ENSG00000272933.1
,,,,,,,,,ENST00000607967,ENSG00000272933.1
90,ENST00000205636,CMTM6,chr3:32522805-32544900 ,-58.3,544-597,486-539,UTR5,-947.9,ENST00000607967,ENSG00000272933.1
,,,,,,,,,ENST00000607967,ENSG00000272933.1
91,ENST00000565879,LA16c-366D1.3,chr16:597186-603847 ,-58.3,525-573,138-186,ncRNA,-202.3,ENST00000607967,ENSG00000272933.1
,,,,,,,,,ENST00000607967,ENSG00000272933.1
92,ENST00000574307,RP11-85B7.2,chr17:9074386-9082435 ,-58.1,524-574,1828-1878,ncRNA,-802.3,ENST00000607967,ENSG00000272933.1
,,,,,,,,,ENST00000607967,ENSG00000272933.1
93,ENST00000317357,SOBP,chr6:107811163-107981357 ,-58,538-587,4946-4995,UTR3,-780.9,ENST00000607967,ENSG00000272933.1
,,,,,,,,,ENST00000607967,ENSG00000272933.1
94,ENST00000429368,MEG9,chr14:101536249-101539271 ,-58,542-595,1761-1814,ncRNA,-1002.2,ENST00000607967,ENSG00000272933.1
,,,,,,,,,ENST00000607967,ENSG00000272933.1
95,ENST00000261897,PRPF40B,chr12:50017404-50038449 ,-57.7,526-573,105-152,UTR5,-1297.6,ENST00000607967,ENSG00000272933.1
,,,,,,,,,ENST00000607967,ENSG00000272933.1
96,ENST00000216468,TMED8,chr14:77801365-77843452 ,-57.4,539-594,6130-6185,UTR3,-1127.5,ENST00000607967,ENSG00000272933.1
,,,,,,,,,ENST00000607967,ENSG00000272933.1
97,ENST00000399022,RPRD1A,chr18:33569788-33647539 ,-57.4,568-619,45-96,UTR5,-703,ENST00000607967,ENSG00000272933.1
,,,,,,,,,ENST00000607967,ENSG00000272933.1
98,ENST00000221138,PPP2CB,chr8:30643127-30670388 ,-57.3,538-586,377-425,UTR5,-537.1,ENST00000607967,ENSG00000272933.1
,,,,,,,,,ENST00000607967,ENSG00000272933.1
